"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Oct 07 07:34:16 GMT 2022","Fri Oct 07 07:34:16 GMT 2022","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 2",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","1","authentication API","generate link","","","","generate link 1",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","","","","","set auth cookie",""
"skipped","Fri Oct 07 07:34:16 GMT 2022","Fri Oct 07 07:34:16 GMT 2022","2","realtime","","","","","realtime connect",""
"skipped","Fri Oct 07 07:34:16 GMT 2022","Fri Oct 07 07:34:16 GMT 2022","1","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 2",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","1","authentication API","","","","","create user",""
"skipped","Fri Oct 07 07:34:17 GMT 2022","Fri Oct 07 07:34:17 GMT 2022","1","functions","","","","","set auth",""
"passed","Fri Oct 07 07:34:14 GMT 2022","Fri Oct 07 07:34:14 GMT 2022","186","authentication","","","","","existing users","When user is already signed up then he should be able to log in"
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","get url for provider","","","","get url for provider 2",""
"skipped","Fri Oct 07 07:34:14 GMT 2022","Fri Oct 07 07:34:14 GMT 2022","0","authentication","","","","","set auth",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","","","","","sign in with email",""
"skipped","Fri Oct 07 07:34:16 GMT 2022","Fri Oct 07 07:34:16 GMT 2022","1","realtime","subscribe on table","","","","subscribe on table 1",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","","","","","delete user with anon key",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","","","","","sign up with email",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","","","","","get user by cookie",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","","","","","delete user",""
"skipped","Fri Oct 07 07:34:16 GMT 2022","Fri Oct 07 07:34:16 GMT 2022","0","realtime","subscribe on table","","","","subscribe on table 2",""
"skipped","Fri Oct 07 07:34:15 GMT 2022","Fri Oct 07 07:34:15 GMT 2022","0","authentication API","","","","","list users",""
