"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 11 11:15:06 GMT 2022","Tue Oct 11 11:15:06 GMT 2022","209","auth_admin","","","","","create user with logged in user","When you try to create user as logged in user then you should get error"
"passed","Tue Oct 11 11:15:03 GMT 2022","Tue Oct 11 11:15:03 GMT 2022","136","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"passed","Tue Oct 11 11:14:59 GMT 2022","Tue Oct 11 11:14:59 GMT 2022","54","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"passed","Tue Oct 11 11:15:05 GMT 2022","Tue Oct 11 11:15:06 GMT 2022","201","auth_admin","","","","","create user can login","When you create user then he can sign in"
"passed","Tue Oct 11 11:15:05 GMT 2022","Tue Oct 11 11:15:05 GMT 2022","113","auth_admin","","","","","create user","When you create user then it has to be in auth db schema"
"passed","Tue Oct 11 11:15:03 GMT 2022","Tue Oct 11 11:15:03 GMT 2022","132","authentication","","","","","new users by phone","When user sign up with phone then he should be logged in"
"skipped","Tue Oct 11 11:15:01 GMT 2022","Tue Oct 11 11:15:01 GMT 2022","0","storage","","","","","[skip-local] move file in bucket",""
"passed","Tue Oct 11 11:15:00 GMT 2022","Tue Oct 11 11:15:00 GMT 2022","56","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
"passed","Tue Oct 11 11:15:00 GMT 2022","Tue Oct 11 11:15:00 GMT 2022","76","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Tue Oct 11 11:15:06 GMT 2022","Tue Oct 11 11:15:06 GMT 2022","207","auth_admin","","","","","list users with anon key","When you try to list user with anon key then you should get error"
"skipped","Tue Oct 11 11:15:06 GMT 2022","Tue Oct 11 11:15:06 GMT 2022","0","auth_admin","get url for provider","","","","get url for provider 1",""
"passed","Tue Oct 11 11:15:01 GMT 2022","Tue Oct 11 11:15:01 GMT 2022","62","storage","","","","","get public link to private file","get public link to file in the private bucket"
"skipped","Tue Oct 11 11:15:09 GMT 2022","Tue Oct 11 11:15:09 GMT 2022","9","functions","","","","","set auth",""
"passed","Tue Oct 11 11:15:01 GMT 2022","Tue Oct 11 11:15:01 GMT 2022","87","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"passed","Tue Oct 11 11:15:08 GMT 2022","Tue Oct 11 11:15:09 GMT 2022","238","rpc","","","","","call rpc with head","When you call rpc with head param, no data should be returned"
"passed","Tue Oct 11 11:15:04 GMT 2022","Tue Oct 11 11:15:04 GMT 2022","331","authentication","","","","","on auth state changed","When user subscribes on auth changes then user has to receive auth updates"
"passed","Tue Oct 11 11:15:06 GMT 2022","Tue Oct 11 11:15:06 GMT 2022","10","auth_admin","","","","","create user with anon key","When you try to create user with anon key then you should get error"
"passed","Tue Oct 11 11:15:08 GMT 2022","Tue Oct 11 11:15:08 GMT 2022","231","rpc","","","","","call rpc with params","When you call rpc, params should be passed properly"
